domain,url_count
tableau7.wordpress.com,1
tahayasseri.wordpress.com,6
tamino.wordpress.com,1
tanthiamhuat.files.wordpress.com,6
tctechcrunch2011.wordpress.com,9
teacheratsea.wordpress.com,11
techandmortals.wordpress.com,2
techknowledgeme.wordpress.com,1
technocreek.wordpress.com,1
technologyvoice.wordpress.com,1
technopreneurph.wordpress.com,1
tedunderwood.com,1
tedunderwood.wordpress.com,4
teensneedsleep.files.wordpress.com,1
teknoreba.files.wordpress.com,3
telescoper.wordpress.com,1
tensorflowkorea.files.wordpress.com,3
terrytao.wordpress.com,7
testmuse.wordpress.com,6
textencodinginitiative.wordpress.com,2
tflnwp.wordpress.com,1
tfnbushstonecurlew.files.wordpress.com,2
thaitechnewsfeed.com,1
theartsmechanical.wordpress.com,1
thebigdatainstitute.wordpress.com,2
thebiobabe.wordpress.com,1
thedatarevolutionbook.wordpress.com,6
theflippintruth.wordpress.com,2
theglobalscientist.com,1
theglobalscientist.wordpress.com,3
theintimateinitiative.wordpress.com,1
theknowledgecitizen.com,1
thekrjblog.wordpress.com,2
thelittledataset.files.wordpress.com,1
thelogcabin.wordpress.com,2
theme.wordpress.com,7
themindisdata.wordpress.com,2
theplanetsense.wordpress.com,1
theridgeschool.wordpress.com,2
theweiluo.wordpress.com,4
thierrymoudiki.wordpress.com,1
thingsbreak.files.wordpress.com,5
thinklinks.wordpress.com,5
thinktostart.wordpress.com,1
thlibrary.wordpress.com,2
thomasdignan.wordpress.com,1
thornt.files.wordpress.com,2
tibrufinhalf.wordpress.com,1
timdettmers.com,2
timdettmers.wordpress.com,1
timedotcom.files.wordpress.com,3
timgravelle.files.wordpress.com,4
timstonor.wordpress.com,1
tinsci.wordpress.com,1
tmfujis.wordpress.com,1
topicmodelsdotorg.files.wordpress.com,1
topicmodelsdotorg.wordpress.com,1
trailofbits.wordpress.com,1
tressiemc.files.wordpress.com,2
trianglesci.wordpress.com,1
trinkerrstuff.wordpress.com,2
tripdatabaseblog.wordpress.com,4
triproftri.wordpress.com,3
trisetyarso.com,1
troyhernandezdotcom.wordpress.com,1
tuonglecung.wordpress.com,2
ukdataservicesmartenergydata.wordpress.com,1
un1crom.wordpress.com,1
uncommonscolds.wordpress.com,1
underdark.wordpress.com,2
unicefstories.wordpress.com,1
urctsi.wordpress.com,1
utopiayouarestandinginit.wordpress.com,1
uvacsnews.wordpress.com,1
uwdatasci.wordpress.com,2
valentinamaccatrozzo.files.wordpress.com,1
vangjee.wordpress.com,2
vargaslab.files.wordpress.com,3
varunkashyap.wordpress.com,1
vasug.wordpress.com,3
vcsscamp.wordpress.com,1
vecogis.wordpress.com,1
vfava.wordpress.com,2
victorpillac.wordpress.com,1
videbo.files.wordpress.com,5
vijoy4.wordpress.com,1
vincentlauzon.com,4
vishnunanduri.wordpress.com,17
visualign.wordpress.com,1
viveksingh36.wordpress.com,1
vivianeribeiro1.wordpress.com,5
vizbuzz.wordpress.com,3
vlaw510.wordpress.com,1
voiceofthedba.wordpress.com,1
vulndb.wordpress.com,1
wainwrightlab.files.wordpress.com,4
wattsupwiththat.com,7
wattsupwiththat.files.wordpress.com,6
wattsupwiththat.wordpress.com,28
weatheraction.wordpress.com,1
webarchivingrt.wordpress.com,1
welcomedata.wordpress.com,2
wernergeyer.wordpress.com,5
whatsthebigdata.wordpress.com,13
whatsweb.wordpress.com,5
whatwouldtomdo.wordpress.com,1
whyevolutionistrue.wordpress.com,1
wildtype.wordpress.com,7
wileyearthpages.wordpress.com,2
willscullypower.wordpress.com,3
wilsonconservationecologylab.wordpress.com,5
wish2016chi.wordpress.com,1
wnqian.wordpress.com,4
wojnarski.files.wordpress.com,3
woknowing.wordpress.com,1
wpsqccs.wordpress.com,2
wqlu2010.wordpress.com,3
xcorr.wordpress.com,15
xhdev.wordpress.com,1
xianblog.wordpress.com,3
xmiragestat.wordpress.com,1
xshaxjpu.files.wordpress.com,1
yanirseroussi.wordpress.com,1
yenchic.wordpress.com,3
yendieu.files.wordpress.com,3
yongzhengme.wordpress.com,2
youevolving.wordpress.com,2
youjing90.wordpress.com,1
ysc2015.files.wordpress.com,2
yudiagusta.wordpress.com,1
yunablum.wordpress.com,1
zacharystdotcom.files.wordpress.com,1
zenagiwa.wordpress.com,4
zettaforce.wordpress.com,2
zincresearch.wordpress.com,3
zooie.wordpress.com,9
zr9558.com,1
